,Rand index,Adjusted Rand index,Mutual information,Adjusted mutual information,Normalized mutual information,Clustering accuracy,Fowlkes-Mallows index,Homogeneity,Completeness
EOGVerticalSignal,0.8421695413293339,0.07256807918754445,0.5368026735496148,0.1633125021533235,0.2245995688495633,0.26104972375690605,0.15931973743266414,0.21603988093529208,0.23390651606453955
Earthquakes,0.5041392972578459,-0.08621176647841819,0.046954688097444686,0.0822964096571892,0.08870428657554427,0.5618705035971223,0.6194937386942003,0.08320837133123045,0.09500192281466918
ElectricDevices,0.7943709905552077,0.3459336021201788,0.7336014219132416,0.4231501397956299,0.4239387466751137,0.5174426144468941,0.47444424029089804,0.40059064359189644,0.4506238680824863
EthanolLevel,0.5716777555110221,-0.00022866909009457444,0.008137849610752543,-0.0009316638737507061,0.006422289409759504,0.2842,0.29745255017355765,0.0058703531459818265,0.007106575262249136
FaceAll,0.89753497220091,0.4745208733714505,1.6796917412087118,0.6963117073984959,0.7028580428256525,0.6654437869822485,0.535633532315688,0.6821094349562643,0.725246412427664
FaceFour,0.6946708463949843,0.3591148081303319,0.5239451016523808,0.4400759379368657,0.4608506952068973,0.525,0.5901764214793987,0.385399038703501,0.5780634881120865
FacesUCR,0.8993454986965682,0.40030500262399016,1.55954920240104,0.6159226127805966,0.6225309572280775,0.578439024390244,0.45699696308868887,0.6125140739375484,0.6329733644798159
FiftyWords,0.9545906956479643,0.3885371257557183,2.449489348406554,0.5351727151930394,0.6997532492305353,0.47956043956043964,0.41851214554795196,0.7085773132499964,0.6912196682743283
Fish,0.8917963875205255,0.6191526715335625,1.388415548779278,0.7347753668360355,0.7496613321374518,0.7422857142857143,0.690007188507551,0.7153382764885676,0.7915904282157382
FordA,0.5139503067061824,0.027895492694701828,0.01563775533063023,0.02223738441760043,0.022776725796142754,0.583560606060606,0.5189992033288615,0.022577002605022045,0.022981048875453377
FordB,0.5715869309771247,0.1432663474273988,0.07993033892955424,0.1171231227889414,0.1179431608431821,0.682716049382716,0.5905051277944099,0.11532321839909591,0.12137076287289165
FreezerRegularTrain,0.6422424858214332,0.2844954411451181,0.15409049272237668,0.22383058429379848,0.22403030105725846,0.7641052631578948,0.6493132676405787,0.22230558969871,0.22608524698800764
FreezerSmallTrain,0.6049874070926703,0.21002145165530664,0.12351839743139462,0.18483882206101582,0.1850593834525039,0.7197192982456141,0.6364467300722663,0.1781993794328253,0.19381198907062552
GunPoint,0.5282953020134229,0.05700315294280879,0.05136635811403667,0.07803285086040965,0.08264799657354631,0.5820000000000001,0.5421878057662509,0.07411549493968353,0.09342889320149006
GunPointAgeSpan,0.5245509342977698,0.04985696286634708,0.04346992395824341,0.07066438407432704,0.07305802755380088,0.6041139240506329,0.58223396548358,0.06272109334799612,0.0899916341950697
GunPointMaleVersusFemale,0.6719308820574643,0.34402326844478526,0.24497304165535666,0.37432607470377327,0.37570847145187586,0.7588607594936708,0.7318613828292171,0.3540764705188347,0.5071720369721768
GunPointOldVersusYoung,0.5098897988069961,0.020046293991676886,0.030426925547586935,0.051727780036675344,0.05429535308288734,0.5599999999999999,0.5753485588092739,0.043968721821532955,0.07322932747509392
Ham,0.5042490842490842,0.011162629384881322,0.009015920889194572,0.00656564996468792,0.013528819780642954,0.5476190476190476,0.5705351480226486,0.01301488928310825,0.11423945984780534
HandOutlines,0.541857467223321,0.010341266310484975,0.005518249107322651,0.01080977720970064,0.015653601161154013,0.6467567567567567,0.7312251752602071,0.008449232491355192,0.137387096009343
Haptics,0.6670142561022041,0.06421780958380262,0.1475266926749943,0.0850538137995748,0.09877980822329128,0.33668831168831165,0.27765159529835487,0.09174865442982115,0.10709468566675318
Herring,0.5060515873015874,0.0060842621901161615,0.006420398140177866,-0.002327242482007801,0.009962183030313303,0.575,0.5758469014648915,0.009505158829914729,0.11065226227303734
HouseTwenty,0.784247258225324,0.5663676103508222,0.34324233625573264,0.5135402294210826,0.5160142447572181,0.8521008403361344,0.8119552853751622,0.5045112934835617,0.6283666475019485
InlineSkate,0.7220983606557377,0.0432206239607958,0.20535351057938406,0.09572450456037866,0.11294965655832219,0.2565454545454545,0.2093379992598116,0.10700474747554907,0.11964078446184753
InsectEPGRegularTrain,0.7668415597875373,0.5115531999401295,0.5396571317962808,0.5401368991015707,0.543993601968131,0.7449799196787148,0.7043295214997316,0.5281310955612366,0.5661799751750987
InsectEPGSmallTrain,0.7458608628060631,0.45957701645394566,0.5180188879219756,0.5040216805980744,0.5080080953772684,0.691566265060241,0.6644877343599734,0.5069550028719398,0.5114809155544708
InsectWingbeatSound,0.8714685510996778,0.3185990085790715,1.1240015230586426,0.48481743023234525,0.4904393845466575,0.4606060606060606,0.3927771959460819,0.46874504312564086,0.5143938853946912
ItalyPowerDemand,0.5698729074731615,0.1400893675133761,0.09680441625307572,0.15024098609692266,0.15098228726071491,0.6351797862001943,0.6489797682994543,0.13966010757106193,0.17938402172426982
LargeKitchenAppliances,0.5059508021390375,0.00897766374568016,0.019234601171839054,0.014611682224498096,0.019623448439002576,0.3882666666666667,0.40900694135435556,0.01750808849513045,0.022780019518158744
Lightning2,0.4971584699453552,-0.004253794907772219,0.003616811739091172,-0.008249497508856769,0.005388081539591542,0.5491803278688525,0.5284897002610363,0.005243396819632783,0.005574085640409359
Lightning7,0.7855022831050229,0.32401362036247133,0.980827829623288,0.4881240478774204,0.5629771503481067,0.5712328767123288,0.4612005895332262,0.5217105902645067,0.6126243527502521
Mallat,0.9341885647336209,0.7425092435908353,1.7481936447650341,0.8869241516328119,0.8875287207687117,0.733816631130064,0.790616568374449,0.8407177957471298,0.9403015370700751
Meat,0.6240677966101695,0.30304915473236205,0.3863573765603884,0.44043781744635957,0.457084427609463,0.5816666666666667,0.6277165810981955,0.35167763964190174,0.6538233432700482
MedicalImages,0.6653962970667776,0.050507639957815896,0.536548618749293,0.25775362261326706,0.2804759738844648,0.28697368421052627,0.24667510151216007,0.31414847831040205,0.2533520219529972
MiddlePhalanxOutlineAgeGroup,0.5228079110432052,0.05202419265851695,0.09967562588906223,0.10170377969945796,0.11577876321098024,0.4999999999999999,0.49108240843874695,0.10204145078976942,0.1552065643364532
MiddlePhalanxOutlineCorrect,0.512928072046451,0.013015509862931054,0.004995775929627999,0.007391041684909995,0.010854798007260002,0.5852233676975944,0.6789978408796359,0.007312440484145981,0.12126210712449817
MiddlePhalanxTW,0.780434598081657,0.3773962596318564,0.6840133056714714,0.4224246661777175,0.44588247806652104,0.5324675324675325,0.5202099080493705,0.4155935637640047,0.48217014320671847
MixedShapesRegularTrain,0.874810894491511,0.648049383334641,1.1265301867827877,0.7270971452477853,0.7276815892132007,0.7834639175257732,0.7309063475352502,0.7137708281941832,0.742732374302694
MixedShapesSmallTrain,0.8761927120547106,0.6376499399649498,1.0825139681666012,0.6914953842171171,0.6921490234686052,0.8117525773195877,0.7172517184374557,0.6858821012126406,0.6987208613772407
MoteStrain,0.673621103117506,0.3469275830733957,0.24183234956701619,0.36074439179061013,0.36112725727804673,0.7608626198083067,0.6888619864766901,0.35044074292497107,0.3741825141273278
NonInvasiveFetalECGThorax1,0.9722854122292874,0.5194443203456898,2.8539164305404707,0.7721197952394829,0.797539001752244,0.6101272264631044,0.5445957069290225,0.7648604330606851,0.8331793573177393
NonInvasiveFetalECGThorax2,0.9738011950477553,0.548760147477045,2.9430189673492997,0.797921448015088,0.8210319170561544,0.6071755725190839,0.5743765948487453,0.788740251040324,0.8561654225908164
OSULeaf,0.9134563286581393,0.7159588138518986,1.377624136843322,0.7882721783229394,0.7949910604679458,0.7851239669421487,0.7707652266353928,0.783889957301269,0.8070980010372655
OliveOil,0.8032183908045978,0.5275548715780327,0.7555783943395575,0.5536237557114181,0.6144887002593828,0.7333333333333333,0.6677420286052688,0.5834634241851321,0.6490760911195907
PhalangesOutlinesCorrect,0.5193203917824687,0.031909217220221914,0.00800620868397241,0.011525520207814239,0.012421502008302974,0.5996503496503497,0.5612931037473882,0.011996790436743376,0.012877493651576592
Phoneme,0.9196654531690103,0.0961121531910592,1.0545416457410624,0.2503356277777007,0.3223449371218213,0.21165611814345991,0.13831880638928556,0.3223664492626242,0.32238217103700867
PigAirwayPressure,0.9623560014864363,0.047222200220527866,2.4251670470845084,0.07998791503683625,0.6389607505937349,0.29855769230769236,0.06759016515367997,0.6137730850870393,0.6663504074653783
PigArtPressure,0.9854886659234484,0.5746757578431883,3.4455508360248723,0.6997608131190882,0.8896489817233322,0.7014423076923078,0.5899153516088324,0.8720167829237045,0.908033112337996
PigCVP,0.9835702341137124,0.5264734684044984,3.388799427969424,0.6636570090411098,0.8759470712019475,0.6802884615384616,0.5431661101719614,0.8576538602346879,0.8950579411965659
Plane,0.9906959706959707,0.9633566759250414,1.8703433673583345,0.973895157963741,0.9766278513440454,0.9780952380952381,0.9692761835748254,0.9732077338884937,0.9802914219261144
PowerCons,0.5511297330850404,0.10436131968020412,0.07332791388987855,0.11324551239317782,0.11638512828677043,0.6283333333333333,0.6322984210716759,0.10578981772766075,0.33544646623209207
ProximalPhalanxOutlineAgeGroup,0.7829650884744142,0.5482100360544766,0.496338591232666,0.4996994637495562,0.504835572257887,0.7214634146341463,0.7284886509719455,0.5396994664293473,0.4742133126439751
ProximalPhalanxOutlineCorrect,0.5369783149662283,0.07000081305714134,0.07981616412456624,0.12053322954774,0.12287476038079417,0.638831615120275,0.5727575467432583,0.12792400227375328,0.1182091575385696
ProximalPhalanxTW,0.8083022477283596,0.4706905268518204,0.8608568773880437,0.537953751347151,0.5568132061943769,0.5882926829268291,0.5994139612667204,0.6029881164305566,0.5174858268165747
RefrigerationDevices,0.5587094474153298,0.061883832035766174,0.07812602612624968,0.07086260804482268,0.07574039836012937,0.4533333333333333,0.40821281011255267,0.07111337360058564,0.08176372740396598
Rock,0.8111836734693878,0.5265086815178953,0.8685062236058009,0.6352117973970368,0.6646196760659652,0.6799999999999999,0.6570094357291191,0.6764720615799652,0.6532425783215994
ScreenType,0.5271486631016042,0.024893632571975254,0.04160791285092037,0.0358329526843023,0.041645837073011054,0.4072,0.40328493515774494,0.03787315441497862,0.04686965089035447
SemgHandGenderCh2,0.5245787423483584,0.014149655823515257,0.014046038320582283,0.02987037228117461,0.031419313871649666,0.6070000000000001,0.6186698854700879,0.021694511136123067,0.07011423685260566
SemgHandMovementCh2,0.6851709972779015,0.04943842278329312,0.22245262942672128,0.11891010687441875,0.1342319994010362,0.29266666666666663,0.2424172908288274,0.12415317638731985,0.1463665560186207
SemgHandSubjectCh2,0.7164385053204652,0.2592218529940924,0.5926625002039303,0.3968719200322438,0.4045154783691098,0.5144444444444445,0.447692221861791,0.3682419157801448,0.44872651629794397
ShapeletSim,0.5359404096834263,0.07527128481841917,0.056212255385004226,0.0887220256889836,0.09383261716164548,0.5933333333333333,0.6653557217750793,0.08109714208112953,0.24056678333575157
ShapesAll,0.9829026154702282,0.5172091430185005,3.302416529380307,0.6918994247437193,0.8251834658687296,0.6515000000000001,0.5329450085723964,0.8065800225636132,0.8447098122288305
SmallKitchenAppliances,0.703258467023173,0.3817736948864433,0.39308469690798364,0.3719557567288948,0.37515241472133654,0.7088,0.6183602545385801,0.35780111051236807,0.40249910906096087
SmoothSubspace,0.7615123042505593,0.47134209093197227,0.5386249268762893,0.49889847951208105,0.5049406338097959,0.7066666666666667,0.653683409681136,0.4902775368818104,0.5287095241606224
SonyAIBORobotSurface1,0.5320743205768164,0.054978377972453085,0.06372278977772217,0.10544154665656799,0.10698054925775133,0.5830282861896839,0.6421572646449055,0.09328304876586943,0.14304662278666833
SonyAIBORobotSurface2,0.7501185993809906,0.4897140173062441,0.2829912544536274,0.4416506089850619,0.44204122565479,0.8418677859391395,0.7966749496116815,0.4252219688141471,0.5653707976221298
StarLightCurves,0.7500641164576386,0.4786242171716764,0.590775392311886,0.5825079959718004,0.5826080243956836,0.710296260320544,0.6836817458228943,0.6208031384454304,0.5488418952654153
Strawberry,0.5031773236651285,-0.019137707500828452,0.06588650811520087,0.11099546208596396,0.11305305049297094,0.5443243243243243,0.5874989556263446,0.10112593392665721,0.12848337558129821
SwedishLeaf,0.9295000000000002,0.523351431734717,1.9680836712916647,0.7396063092979436,0.7568335856171527,0.60464,0.5697762977588566,0.7279886731367238,0.7882817794873103
Symbols,0.8977942024003316,0.6661537131602314,1.384020362958578,0.8032937184139504,0.8047551054165465,0.74321608040201,0.7332199282034367,0.772866132158315,0.8398314677202219
SyntheticControl,0.9107558528428094,0.7246076964076946,1.448838579152474,0.8390648225739623,0.8431012029639888,0.7446666666666666,0.7864668026487316,0.8086122071824062,0.8832351473079841
ToeSegmentation1,0.6483769997681427,0.2971658380053778,0.19155720357445985,0.2864076262916956,0.289349310004431,0.7355263157894738,0.7046452174418576,0.27691220730300736,0.3165827779918657
ToeSegmentation2,0.7811210494931426,0.3805099008603667,0.1445023922716871,0.2843401559166419,0.28827385133283023,0.873076923076923,0.8617154327942466,0.30210380738164755,0.5986765506927079
Trace,0.8847474747474747,0.7162036875869287,1.0589421097350462,0.7811733310658506,0.789275415336754,0.782,0.7980199901646546,0.7710027867174529,0.8111498963268285
TwoLeadECG,0.6619446960380564,0.3241435801351868,0.20577362948766714,0.3019943156267756,0.3024507547395062,0.723441615452151,0.7247365700167141,0.29686875987510913,0.41815946725774333
TwoPatterns,0.8118299949987497,0.5265186056218006,0.8394617670444585,0.62489853323984,0.6252140950483436,0.7068249999999998,0.6566648165493963,0.6057108443139422,0.6462345114142986
UMD,0.6051476301476303,0.2195825009063434,0.34506841791383225,0.34284665423883354,0.35310842182630303,0.5986111111111112,0.5437240829452953,0.3140948098552331,0.4130819073980657
UWaveGestureLibraryAll,0.8873584154599674,0.49959106072697185,1.2278502045003947,0.59390149894282,0.5952546343799509,0.652680067001675,0.5645982966972163,0.5905197610571219,0.6001331163766966
UWaveGestureLibraryX,0.8632977322617931,0.3955552021136465,0.9923933467922467,0.4812298785679275,0.48293813019253334,0.5806253489670575,0.47440865504436003,0.47727962244456873,0.4888233460731203
UWaveGestureLibraryY,0.8294754201676413,0.250796708382634,0.7196720280704387,0.34805345367469964,0.35023357987023374,0.4428531546621999,0.34905388331237336,0.34611759032004386,0.35448120429376445
UWaveGestureLibraryZ,0.8494589051871415,0.3529205374955771,0.9365152479932629,0.4567106946897964,0.45853866832124035,0.515326633165829,0.4405925009249475,0.45040572412198915,0.467061640358002
Wafer,0.5495805493060415,-0.014731592192678108,0.02301270084554454,0.04609038723249889,0.046258406277139515,0.630807916937054,0.6840149273916392,0.06727495358236626,0.03557310090007036
Wine,0.4935709294199861,-0.004044722388125009,0.005719943457452579,-0.0007837854612090564,0.01016331803136666,0.5277777777777779,0.5931501432100156,0.008252134060232107,0.31350439115873685
WordSynonyms,0.8912963883407233,0.24914047240061418,1.3511328344801785,0.398534422075688,0.47896048974272915,0.37241379310344824,0.30991066033327497,0.4791664542525439,0.4788746646917369
Worms,0.6663704716336295,0.24873927824600237,0.44289998847542167,0.3232465445780831,0.35695608307312604,0.5506493506493506,0.4899826468938214,0.30249993959480403,0.43762995447098313
WormsTwoClass,0.5174299384825701,0.0303487673129643,0.019219263025974855,0.022934374653076593,0.028991128195438625,0.6012987012987011,0.6420017320738908,0.028143263923342286,0.5375993039198539
Yoga,0.5018946093142158,0.0021750422656468655,0.0033783355011682095,0.005390411601984256,0.005680625870853237,0.5300333333333334,0.57700102529281,0.004891878954580922,0.008246805236789164
